"Transfer Received Date";"From Stock";"To Stock";"Product Code";"Product Name";"Transfer Quantity";"Serial Number";"IMEI Number";"Transfer Value"
"2026-06-08";"VER_Repair";"VER_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5286C0GP13RHCF";"";"46.00"
"2026-06-08";"VER_Repair";"VER_MSPI-Owned";"661-22309";"Display, iPhone 13 Pro Max";"1";"G9P5351M04HPQCLA3";"";"0.00"
"2026-06-08";"VER_Repair";"VER_MSPI-Owned";"661-21988";"Display, iPhone 13";"1";"G9P5254C79ZPR5QA6";"";"0.00"
"2026-02-13";"POD_Repair";"POD_MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5447C5Q318FKB7";"";"46.00"
"2026-02-13";"POD_Repair";"POD_MSPI-Owned";"661-22374";"Battery, iPhone 13 mini";"1";"F8Y5372C4PS14LWCU";"";"46.00"
"2026-02-13";"POD_Repair";"POD_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5475CB1D13RHCT";"";"46.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05755";"Battery, iPhone 7 Plus";"1";"F8Y416202VFH86CBA";"";"69.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05755";"Battery, iPhone 7 Plus";"1";"F8Y3097B3S3H86CBM";"";"69.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05755";"Battery, iPhone 7 Plus";"1";"F8Y3097B3D2H86CBT";"";"69.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05755";"Battery, iPhone 7 Plus";"1";"F8Y3097B2KAH86CB2";"";"69.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05421";"BATTERY IPHONE 7";"1";"F5D308320AFH885BM";"";"69.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05421";"BATTERY IPHONE 7";"1";"F5D30276A7DH885BQ";"";"69.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05421";"BATTERY IPHONE 7";"1";"F5D30276669H885B1";"";"69.00"
"2026-02-12";"GL5_MSPI-Owned";"NES_MSPI-Owned";"661-05421";"BATTERY IPHONE 7";"1";"F5D219641WFH885BJ";"";"69.00"
"2026-02-01";"NPM-Repair";"NPM-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CQFC18FKBJ";"";"46.00"
"2026-02-01";"NPM-Repair";"NPM-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5497C4RK13RHCG";"";"46.00"
"2026-02-03";"ZAM-Repair";"ZAM-MSPI-Owned";"661-21988";"Display, iPhone 13";"1";"GVH52340B4SPR5PAD";"";"0.00"
"2026-02-03";"ZAM-Repair";"ZAM-MSPI-Owned";"661-22309";"Display, iPhone 13 Pro Max";"1";"G9P5352MARWPQCLAJ";"";"0.00"
"2026-02-03";"POD_Repair";"POD_MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CJ2118FKB6";"";"46.00"
"2026-02-03";"NPM-Repair";"NPM-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C2YX13RHCG";"";"46.00"
"2026-02-04";"ILO-Repair";"ILO-MSPI-Owned";"661-21988";"Display, iPhone 13";"1";"GVH516413YNPR5PAY";"";"0.00"
"2026-02-08";"GL5_MSPI-Owned";"GL5_Repair";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5515CAES13XCBH";"";"46.00"
"2026-02-09";"POD_Repair";"POD_MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5451C38213XCBR";"";"46.00"
"2026-02-13";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR007KW00006TT";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-35694";"Battery, iPhone 15 Pro";"1";"F8YHN4C0DH300006TP";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5473C128217WBG";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C2M713XCBZ";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C5CJ13XCBC";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDCC18FKB4";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C4AD20J9B1";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C22L237KBE";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5463C53M217WBZ";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5512C0EH231LBG";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5501C0NE13XCBN";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C5CH13XCBD";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C2RP13RHCB";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDCH18FKBZ";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"TRI-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CKB718FKB6";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR005HC00006TT";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR006KQ00006TT";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-37207";"Battery, iPhone 15 Plus";"1";"F8YHNVC03KD00006U0";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-37207";"Battery, iPhone 15 Plus";"1";"F8YHNVC00NV00006U0";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-35885";"Battery, iPhone 15";"1";"F8YHN8C02V600006TW";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-35885";"Battery, iPhone 15";"1";"F8YHN8C02XV00006TW";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-35694";"Battery, iPhone 15 Pro";"1";"F8YHN4C11FE00006TP";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-35694";"Battery, iPhone 15 Pro";"1";"F8YHN3C068300006TP";"";"None"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C4DE20J9BR";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C5FM20J9BB";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C7BQ237KBC";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C5QC237KBM";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5457C261217WBC";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5457C27S217WBJ";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5514C13P231LB6";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"POD_MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5512C06X231LBS";"";"None"
"2026-02-14";"DC_MSPI-Owned";"MAG-MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR005H900006TT";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MAG-MSPI-Owned";"661-35694";"Battery, iPhone 15 Pro";"1";"F8YHN4C0DDY00006TP";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MAG-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5467C6M920J9B9";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MAG-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5463C53K217WB1";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MAG-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C5CG13XCBE";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MAG-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C2U113RHCQ";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MAG-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDCE18FKB2";"";"89.00"
"2026-02-15";"DC_MSPI-Owned";"MRK-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C3YE20J9B3";"";"None"
"2026-02-15";"DC_MSPI-Owned";"MRK-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5497C0MW20J9BK";"";"99.00"
"2026-02-15";"DC_MSPI-Owned";"MRK-MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C608237KBU";"";"99.00"
"2026-02-15";"DC_MSPI-Owned";"MRK-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5457C27W217WBE";"";"99.00"
"2026-02-15";"DC_MSPI-Owned";"MRK-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5512C4N1231LB4";"";"99.00"
"2026-02-15";"DC_MSPI-Owned";"MRK-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5512C06P231LB0";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C3Z220J9BC";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C0B8237KB1";"";"None"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C6L6237KB4";"";"None"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5457C262217WBB";"";"None"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5462C0CD217WBL";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5513CBGN231LBT";"";"None"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5512C4MW231LBC";"";"None"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C5CK13XCBB";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C3CY13RHC6";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5503C1X313RHCD";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CNH318FKBP";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"GB3-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CNHH18FKB9";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"SMS_MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C3M513XCB0";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"SMS_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C2Z213RHC8";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"SMS_MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDC218FKBE";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MOA-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5501C0NH13XCBK";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MOA-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5503C1YZ13RHCE";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MOA-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CNHG18FKBA";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MOA-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDBX18FKBN";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR0070200006TT";"";"75.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR0070100006TT";"";"None"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-35694";"Battery, iPhone 15 Pro";"1";"F8YHN4C0VR700006TP";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-35694";"Battery, iPhone 15 Pro";"1";"F8YHN4C0CW900006TP";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5472C0TX20J9BB";"";"75.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C46A20J9BG";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5462C18B217WBZ";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5462C18G217WBU";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C5GA13XCB8";"";"67.50"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5501C27T13XCBJ";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C2Z613RHC4";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C3CX13RHC7";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDCP18FKBT";"";"None"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR005HV00006TT";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5467C67F20J9BB";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C01F20J9BW";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C7AK237KBL";"";"None"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C0BK237KBQ";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5473C16L217WBS";"";"None"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5457C25V217WBM";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5513C4BM231LBG";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5514C3QQ231LB8";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C01Q13XCBA";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C3CS13RHCC";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5503C1K613RHCC";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"FES-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5507C1EJ18FKB3";"";"89.00"
"2026-02-13";"DC_MSPI-Owned";"POD_Repair";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y6031C04P237KBL";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5467C6LY20J9BP";"";"99.00"
"2026-02-13";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C3Z320J9BB";"";"99.00"
"2026-02-13";"VER_MSPI-Owned";"DC_MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5467C6LY20J9BP";"";"None"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5471C3YR20J9B0";"";"None"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR005HJ00006TT";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C5NF237KBQ";"";"None"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5463C74C217WB3";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5462C14P217WBZ";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5512C06G231LB7";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C5C613XCBQ";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5503C1KJ13RHC0";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5502C2SN13RHC9";"";"None"
"2026-02-14";"DC_MSPI-Owned";"MEG-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CE4V18FKBA";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-30382";"Battery, iPhone 14 Pro";"1";"F8Y5473C12K217WB5";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-30373";"Battery, iPhone 14";"1";"F8Y5512C4MT231LBF";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5501C0NK13XCBH";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5501C1WH13XCBU";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-22294";"Battery, iPhone 13 Pro Max";"1";"F8Y5496C21H13XCBF";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5503C1Y213RHCB";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5503C1KB13RHC7";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-21996";"Battery, iPhone 13 Pro";"1";"F8Y5503C0TV13RHC0";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDCR18FKBR";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDCB18FKB5";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5507C5VM18FKBK";"";"89.00"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR005J100006TT";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-44954";"Battery, iPhone 16 Pro Max";"1";"F8YHLQH03NB0000UMJ";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-42837";"Battery, iPhone 16 Plus";"1";"F8YHLS00K880000RSS";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-42720";"Battery, iPhone 16 Pro";"1";"F8YHN7A048N0000RZ2";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-44796";"Battery, iPhone 16";"1";"FG9HM5001KL0000R3T";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-37207";"Battery, iPhone 15 Plus";"1";"F8YHNVC037Q00006U0";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR006XX00006TT";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR007KT00006TT";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-35885";"Battery, iPhone 15";"1";"F8YHN8C02VA00006TW";"";"99.00"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-35694";"Battery, iPhone 15 Pro";"1";"F8YHN4C0WF200006TP";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-30394";"Battery, iPhone 14 Plus";"1";"F8Y5457C62Z237KBX";"";"None"
"2026-02-14";"DC_MSPI-Owned";"VER_Repair";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5467C6LY20J9BP";"";"None"
"2026-02-15";"ILO-Repair";"ILO-MSPI-Owned";"661-21991";"Battery, iPhone 13";"1";"F8Y5445CKMQ18FKBH";"";"46.00"
"2026-02-15";"VER_Repair";"VER_MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR006XX00006TT";"";"99.00"
"2026-02-16";"VER_Repair";"VER_MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR007KT00006TT";"";"99.00"
"2026-02-17";"DC_MSPI-Owned";"NES_MSPI-Owned";"661-30397";"Battery, iPhone 14 Pro Max";"1";"F8Y5486C4DR20J9BE";"";"99.00"
"2026-02-17";"DC_MSPI-Owned";"NES_MSPI-Owned";"661-36918";"Battery, iPhone 15 Pro Max";"1";"FG9HNR006Y000006TT";"";"99.00"
"2026-02-19";"GL5_MSPI-Owned";"GL5_Repair";"661-21991";"Battery, iPhone 13";"1";"F8Y5506CDCP18FKBT";"";"89.00"
"2026-02-21";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-30390";"Display, iPhone 14 Plus";"1";"G9Q2377W05T1C9FAH";"";"329.00"
"2026-02-21";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-22309";"Display, iPhone 13 Pro Max";"1";"G9P5386M82CPQCLAS";"";"329.00"
"2026-02-21";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-21993";"Display, iPhone 13 Pro";"1";"G9P5162LCNZPQCKAR";"";"279.00"
"2026-02-21";"DC_MSPI-Owned";"ANX-MSPI-Owned";"661-21988";"Display, iPhone 13";"1";"G9Q5174FF8QPR5QAV";"";"279.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-36915";"Display, iPhone 15 Pro Max";"1";"G9P5295QG8L1PHRAV";"";"379.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-35699";"Display, iPhone 15 Pro";"1";"G9P5232R1GF1PHPAB";"";"329.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-35699";"Display, iPhone 15 Pro";"1";"G9P5232R10H1PHPAP";"";"329.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-30390";"Display, iPhone 14 Plus";"1";"G9Q2337T89A1C9FA1";"";"329.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-30366";"Display, iPhone 14";"1";"G9Q5174W0LT1502AF";"";"279.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-29370";"Display, iPhone 14 Pro";"1";"G9P5271PAKG14YCA6";"";"329.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-22309";"Display, iPhone 13 Pro Max";"1";"G9P5364MC4KPQCLAH";"";"329.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-22309";"Display, iPhone 13 Pro Max";"1";"G9P5385MH5GPQCLA5";"";"329.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-21993";"Display, iPhone 13 Pro";"1";"G9P5163LCBYPQCKAQ";"";"279.00"
"2026-02-22";"DC_MSPI-Owned";"GL5_MSPI-Owned";"661-21988";"Display, iPhone 13";"1";"G9Q5166F9QCPR5QA0";"";"279.00"
